date,demand
1706400000,16235.0
1706486400,17122.0
1706572800,15484.0
1706659200,14890.0
1706745600,14763.0
1706832000,14605.0
1706918400,15937.0
1707004800,16146.0
1707091200,16873.0
1707177600,15822.0
1707264000,15411.0
1707350400,14882.0
1707436800,14207.0
1707523200,15944.0
1707609600,15279.0
1707696000,16556.0
1707782400,14909.0
1707868800,14056.0
1707955200,14590.0
1708041600,13999.0
1708128000,15126.0
1708214400,15584.0
1708300800,16001.0
1708387200,15474.0
1708473600,14781.0
1708560000,12505.0
1708646400,14200.0
1708732800,15232.0
1708819200,15377.0
1708905600,16558.0
1708992000,15040.0
1709078400,15101.0
1709164800,14534.0
1709251200,14244.0
1709337600,15680.0
1709424000,16174.0
1709510400,16517.0
1709596800,15633.0
1709683200,15958.0
1709769600,15727.0
1709856000,14697.0
1709942400,16966.0
1710028800,17283.0
1710115200,19516.0
1710201600,18501.0
1710288000,18249.0
1710374400,19266.0
1710460800,18066.0
1710547200,19550.0
1710633600,21066.0
1710720000,24031.0
1710806400,22464.0
1710892800,20090.0
1710979200,20590.0
1711065600,18763.0
1711152000,20615.0
1711238400,21640.0
1711324800,23142.0
1711411200,21196.0
1711497600,19876.0
1711584000,17075.0
1711670400,17422.0
1711756800,18427.0
1711843200,19793.0
1711929600,22491.0
1712016000,20996.0
1712102400,18943.0
1712188800,19400.0
1712275200,17881.0
1712361600,18901.0
1712448000,19720.0
1712534400,21696.0
1712620800,20465.0
1712707200,19837.0
1712793600,18010.0
1712880000,15965.0
1712966400,17623.0
1713052800,19529.0
1713139200,20513.0
1713225600,20939.0
1713312000,20631.0
1713398400,20588.0
1713484800,18125.0
1713571200,19965.0
1713657600,20386.0
1713744000,23403.0
1713830400,21741.0
1713916800,21363.0
1714003200,20824.0
1714089600,18903.0
1714176000,20942.0
1714262400,21478.0
1714348800,24006.0
1714435200,19969.0
1714521600,20988.0
1714608000,21758.0
1714694400,20018.0
1714780800,22591.0
1714867200,23375.0
1714953600,24984.0
1715040000,14223.0
1715126400,21280.0
1715212800,21866.0
1715299200,19285.0
1715385600,22305.0
1715472000,23211.0
1715558400,27448.0
1715644800,25790.0
1715731200,22461.0
1715817600,22699.0
1715904000,21243.0
1715990400,23750.0
1716076800,23871.0
1716163200,15724.0
1716249600,25450.0
1716336000,17243.0
1716422400,20728.0
1716508800,19916.0
1716595200,21694.0
1716681600,20374.0
1716768000,21358.0
1716854400,19962.0
1716940800,19145.0
1717027200,18576.0
1717113600,16051.0
1717200000,17855.0
1717286400,18587.0
1717372800,19986.0
1717459200,18204.0
1717545600,17953.0
1717632000,17408.0
1717718400,16145.0
1717804800,17397.0
1717891200,15837.0
1717977600,18574.0
1718064000,17127.0
1718150400,15688.0
1718236800,8623.0
1718323200,13328.0
1718409600,16437.0
1718496000,15877.0
1718582400,15515.0
1718668800,11517.0
1718755200,14091.0
1718841600,15481.0
1718928000,8605.0
1719014400,12465.0
1719100800,15201.0
1719187200,13994.0
1719273600,12869.0
1719360000,13056.0
1719446400,12989.0
1719532800,12443.0
1719619200,13400.0
1719705600,14373.0
1719792000,14353.0
1719878400,13706.0
1719964800,13288.0
1720051200,12661.0
1720137600,12256.0
1720224000,13800.0
1720310400,14320.0
1720396800,16219.0
1720483200,15130.0
1720569600,14373.0
1720656000,14346.0
1720742400,13541.0
1720828800,14739.0
1720915200,14538.0
1721001600,15453.0
1721088000,17456.0
1721174400,18468.0
1721260800,16719.0
1721347200,15883.0
1721433600,16093.0
1721520000,16931.0
1721606400,20468.0
1721692800,17621.0
1721779200,18351.0
1721865600,18167.0
1721952000,16220.0
1722038400,17373.0
1722124800,18584.0
1722211200,21402.0
1722297600,19934.0
1722384000,18137.0
1722470400,17003.0
1722556800,10390.0
1722643200,16646.0
1722729600,18312.0
1722816000,15596.0
1722902400,17963.0
1722988800,17566.0
1723075200,17636.0
1723161600,15935.0
1723248000,17000.0
1723334400,18631.0
1723420800,21758.0
1723507200,20120.0
1723593600,17106.0
1723680000,18670.0
1723766400,16683.0
1723852800,18458.0
1723939200,19110.0
1724025600,21294.0
1724112000,19212.0
1724198400,17619.0
1724284800,17882.0
1724371200,16173.0
1724457600,18421.0
1724544000,19518.0
1724630400,21261.0
1724716800,19938.0
1724803200,18644.0
1724889600,16613.0
1724976000,16126.0
1725062400,18257.0
1725148800,19600.0
1725235200,21297.0
1725321600,20207.0
1725408000,19375.0
1725494400,18559.0
1725580800,17196.0
1725667200,18775.0
1725753600,19636.0
1725840000,22979.0
1725926400,20243.0
1726012800,18001.0
1726099200,17428.0
1726185600,16717.0
1726272000,19535.0
1726358400,19539.0
1726444800,18873.0
1726531200,16580.0
1726617600,15315.0
1726704000,17181.0
1726790400,19538.0
1726876800,20379.0
1726963200,19188.0
1727049600,22563.0
1727136000,21484.0
1727222400,20916.0
1727308800,19883.0
1727395200,18438.0
1727481600,19199.0
1727568000,19250.0
1727654400,21368.0
1727740800,19751.0
1727827200,19428.0
1727913600,18894.0
1728000000,17262.0
1728086400,18909.0
1728172800,20741.0
1728259200,22627.0
1728345600,19095.0
1728432000,20225.0
1728518400,18692.0
1728604800,17896.0
1728691200,18884.0
1728777600,19675.0
1728864000,22975.0
1728950400,21141.0
1729036800,19505.0
1729123200,19171.0
1729209600,17442.0
1729296000,18763.0
1729382400,19916.0
1729468800,23013.0
1729555200,20731.0
1729641600,19137.0
1729728000,18628.0
1729814400,17657.0
1729900800,19990.0
1729987200,21233.0
1730073600,21080.0
1730160000,20137.0
1730246400,17538.0
1730332800,17369.0
1730419200,18426.0
1730505600,19388.0
1730592000,19708.0
1730678400,22235.0
1730764800,21106.0
1730851200,20289.0
1730937600,19584.0
1731024000,17808.0
1731110400,19121.0
1731196800,19675.0
1731283200,22750.0
1731369600,21660.0
1731456000,19582.0
1731542400,19015.0
1731628800,17162.0
1731715200,18005.0
1731801600,19534.0
1731888000,21665.0
1731974400,19495.0
1732060800,19475.0
1732147200,18528.0
1732233600,17206.0
1732320000,18714.0
1732406400,20766.0
1732492800,21619.0
1732579200,19846.0
1732665600,18621.0
1732752000,16702.0
1732838400,16557.0
1732924800,17191.0
1733011200,17673.0
1733097600,18954.0
1733184000,18150.0
1733270400,16426.0
1733356800,14676.0
1733443200,8450.0
1733529600,7948.0
1733616000,3190.0
